date,product,region,quantity,unit_price,customer_id,total
2026-02-04,Widget B,Ghana-Accra,11,22.91,3496,252.01
2025-12-25,Widget B,Rwanda-Kigali,33,62.9,8597,2075.7
2026-02-18,Widget B,Rwanda-Kigali,13,129.29,5539,1680.77
2026-01-15,Gadget X,Ghana-Kumasi,29,139.97,4668,4059.13
2026-01-29,Widget A,Ghana-Kumasi,4,133.71,9914,534.84
2026-01-16,Widget B,Rwanda-Kigali,37,140.52,6031,5199.240000000001
2026-02-12,Gadget X,Ghana-Kumasi,36,124.86,8543,4494.96
2026-03-04,Service Pro,Ghana-Accra,16,142.86,4311,2285.76
2025-12-30,Service Pro,Ghana-Kumasi,22,113.14,8633,2489.08
2026-02-17,Gadget Y,Rwanda-Kigali,50,57.98,6176,2899.0
2026-02-07,Gadget Y,Ghana-Kumasi,2,152.92,2020,305.84
2026-01-23,Widget A,Rwanda-Kigali,24,192.71,4215,4625.04
2026-01-31,Widget A,Rwanda-Huye,40,162.66,8836,6506.4
2026-02-13,Widget B,Rwanda-Kigali,40,24.91,6493,996.4
2026-03-02,Widget A,Rwanda-Huye,18,58.22,1603,1047.96
2026-02-04,Widget A,Rwanda-Huye,18,179.4,2500,3229.2000000000003
2026-01-04,Widget A,Ghana-Kumasi,2,168.26,2022,336.52
2025-12-24,Gadget X,Rwanda-Kigali,19,48.24,1085,916.5600000000001
2026-03-02,Widget B,Ghana-Kumasi,11,15.5,7473,170.5
2026-02-04,Gadget X,Rwanda-Kigali,47,163.78,6634,7697.66
2026-01-07,Widget A,Ghana-Accra,31,97.04,9321,3008.2400000000002
2025-12-09,Widget A,Rwanda-Huye,46,73.46,2372,3379.16
2026-01-05,Service Pro,Ghana-Accra,20,199.39,2071,3987.7999999999997
2026-02-10,Widget B,Ghana-Kumasi,46,129.16,7593,5941.36
2026-01-25,Widget B,Rwanda-Kigali,36,33.45,8160,1204.2
2026-01-12,Widget B,Ghana-Kumasi,28,70.65,2050,1978.2000000000003
2026-01-02,Service Pro,Rwanda-Kigali,11,91.02,2165,1001.2199999999999
2026-01-10,Gadget X,Ghana-Accra,23,132.79,3046,3054.1699999999996
2026-03-03,Widget B,Rwanda-Huye,18,143.62,2396,2585.16
2026-02-26,Gadget X,Ghana-Kumasi,9,188.82,8018,1699.3799999999999
2025-12-13,Widget B,Rwanda-Huye,24,61.99,7534,1487.76
2025-12-22,Service Pro,Rwanda-Kigali,39,183.0,3509,7137.0
2026-02-12,Widget B,Rwanda-Huye,14,80.38,3714,1125.32
2025-12-15,Gadget X,Rwanda-Huye,49,123.48,9876,6050.52
2026-01-29,Widget A,Rwanda-Kigali,41,30.33,7155,1243.53
2025-12-27,Gadget X,Rwanda-Kigali,23,54.11,9568,1244.53
2025-12-10,Widget B,Ghana-Accra,1,148.59,6598,148.59
2026-02-04,Widget A,Rwanda-Kigali,13,97.4,9637,1266.2
2025-12-28,Gadget Y,Ghana-Accra,44,28.34,4653,1246.96
2026-01-15,Gadget Y,Rwanda-Kigali,4,49.48,9161,197.92
2025-12-14,Gadget X,Rwanda-Kigali,15,117.6,6886,1764.0
2026-02-23,Gadget Y,Rwanda-Kigali,26,131.6,1270,3421.6
2026-02-18,Gadget Y,Rwanda-Kigali,39,161.93,6005,6315.27
2026-02-14,Service Pro,Ghana-Kumasi,34,178.6,1427,6072.4
2026-03-01,Widget B,Rwanda-Kigali,35,160.13,4906,5604.55
2026-01-22,Widget A,Ghana-Accra,30,23.2,7529,696.0
2025-12-30,Gadget Y,Ghana-Kumasi,48,156.13,9631,7494.24
2026-01-28,Gadget Y,Rwanda-Huye,49,187.46,2230,9185.54
2025-12-25,Service Pro,Ghana-Kumasi,38,49.27,7623,1872.2600000000002
2026-01-25,Widget B,Rwanda-Kigali,26,91.05,4336,2367.2999999999997
2026-01-17,Gadget Y,Ghana-Kumasi,13,25.26,8597,328.38
2026-02-10,Service Pro,Rwanda-Huye,10,90.01,2201,900.1
2026-01-28,Widget A,Rwanda-Huye,15,145.44,5570,2181.6
2025-12-23,Service Pro,Rwanda-Huye,7,87.56,6910,612.9200000000001
2025-12-21,Service Pro,Ghana-Kumasi,42,127.45,6388,5352.900000000001
2026-02-11,Gadget Y,Rwanda-Huye,39,32.7,4474,1275.3000000000002
2025-12-24,Widget B,Rwanda-Kigali,20,159.09,5013,3181.8
2026-02-02,Service Pro,Ghana-Accra,24,45.65,9681,1095.6
2025-12-09,Service Pro,Rwanda-Kigali,22,110.19,5991,2424.18
2026-01-31,Gadget Y,Ghana-Accra,11,56.24,4794,618.64
2025-12-30,Gadget Y,Rwanda-Huye,2,107.02,5267,214.04
2026-01-07,Widget B,Rwanda-Huye,1,37.86,8769,37.86
2026-02-25,Service Pro,Rwanda-Kigali,41,117.26,5349,4807.66
2026-02-07,Gadget Y,Ghana-Kumasi,13,146.29,3429,1901.77
2026-02-06,Widget B,Rwanda-Kigali,32,38.44,8866,1230.08
2026-01-09,Service Pro,Ghana-Accra,10,112.93,9984,1129.3000000000002
2025-12-27,Widget B,Ghana-Kumasi,33,28.66,6835,945.78
2025-12-22,Widget B,Ghana-Kumasi,26,47.57,4016,1236.82
2026-02-25,Gadget Y,Ghana-Accra,20,150.15,8593,3003.0
2026-01-20,Widget A,Rwanda-Kigali,48,42.36,4949,2033.28
2026-01-18,Gadget Y,Rwanda-Kigali,21,51.0,8830,1071.0
2025-12-08,Widget A,Rwanda-Kigali,33,162.54,7607,5363.82
2026-01-06,Widget B,Ghana-Kumasi,48,78.17,9342,3752.16
2026-01-01,Widget B,Ghana-Accra,30,147.26,7332,4417.799999999999
2025-12-11,Widget A,Rwanda-Kigali,13,174.3,2846,2265.9
2026-01-11,Service Pro,Rwanda-Kigali,23,130.75,6794,3007.25
2026-02-02,Gadget X,Ghana-Accra,21,84.71,7014,1778.9099999999999
2026-01-07,Gadget X,Rwanda-Huye,10,47.01,9493,470.09999999999997
2026-02-19,Gadget X,Ghana-Accra,39,22.92,6180,893.8800000000001
2026-01-28,Service Pro,Rwanda-Kigali,27,136.95,3450,3697.6499999999996
2026-01-25,Gadget Y,Ghana-Accra,45,67.14,5147,3021.3
2025-12-31,Gadget Y,Rwanda-Kigali,29,161.62,8191,4686.9800000000005
2026-03-06,Widget A,Rwanda-Kigali,43,150.36,8137,6465.4800000000005
2026-01-03,Gadget Y,Ghana-Kumasi,38,22.52,4874,855.76
2026-02-05,Gadget X,Rwanda-Huye,17,140.49,6273,2388.33
2026-01-27,Service Pro,Rwanda-Huye,34,116.58,1699,3963.72
2026-02-07,Gadget X,Rwanda-Kigali,8,10.83,6537,86.64
2026-02-22,Service Pro,Ghana-Accra,27,89.57,5217,2418.39
2026-01-05,Widget A,Rwanda-Kigali,40,89.01,7178,3560.4
2026-02-24,Gadget Y,Ghana-Kumasi,34,16.88,6550,573.92
2026-01-03,Gadget Y,Ghana-Kumasi,49,44.81,5007,2195.69
2026-01-21,Widget B,Ghana-Accra,44,183.81,1659,8087.64
2026-01-09,Widget B,Ghana-Accra,30,183.43,6736,5502.900000000001
2026-02-01,Widget B,Ghana-Accra,17,109.51,1953,1861.67
2026-02-03,Widget B,Ghana-Accra,50,152.01,2456,7600.5
2026-02-11,Widget A,Ghana-Kumasi,3,56.87,7204,170.60999999999999
2026-01-27,Gadget X,Rwanda-Kigali,15,62.65,8458,939.75
2026-02-10,Widget A,Rwanda-Kigali,33,192.75,5063,6360.75
2025-12-23,Widget A,Ghana-Accra,39,74.57,6065,2908.2299999999996
2026-01-08,Widget B,Ghana-Accra,45,187.33,3013,8429.85
2026-01-14,Gadget Y,Ghana-Kumasi,47,76.43,8864,3592.2100000000005
2025-12-20,Service Pro,Rwanda-Kigali,50,74.99,5537,3749.4999999999995
2025-12-24,Widget B,Rwanda-Kigali,25,142.4,4654,3560.0
2025-12-10,Gadget Y,Rwanda-Huye,19,112.7,1533,2141.3
2026-01-23,Gadget Y,Rwanda-Kigali,9,136.79,3512,1231.11
2026-01-20,Gadget X,Rwanda-Huye,14,37.33,2134,522.62
2026-03-04,Widget A,Rwanda-Huye,40,54.93,6131,2197.2
2026-02-21,Service Pro,Rwanda-Huye,26,78.21,8481,2033.4599999999998
2026-03-01,Widget A,Ghana-Kumasi,27,62.01,9210,1674.27
2026-01-07,Widget B,Ghana-Accra,42,138.48,8840,5816.16
2026-02-15,Gadget X,Rwanda-Huye,3,77.36,3685,232.07999999999998
2025-12-21,Widget B,Ghana-Accra,31,78.97,1024,2448.07
2026-02-12,Widget A,Rwanda-Huye,47,115.48,8956,5427.56
2026-02-07,Service Pro,Rwanda-Kigali,29,171.75,9887,4980.75
2026-02-09,Widget B,Ghana-Accra,49,119.72,1257,5866.28
2025-12-26,Service Pro,Rwanda-Huye,49,180.91,6674,8864.59
2026-03-04,Gadget X,Ghana-Kumasi,32,183.48,6214,5871.36
2026-01-12,Service Pro,Ghana-Kumasi,30,191.43,7606,5742.900000000001
2025-12-11,Service Pro,Ghana-Accra,33,15.43,7497,509.19
2026-01-23,Widget B,Ghana-Kumasi,17,107.09,7426,1820.53
2025-12-21,Gadget X,Rwanda-Huye,4,37.02,8337,148.08
2025-12-27,Gadget Y,Ghana-Kumasi,35,160.92,6961,5632.2
2026-01-09,Widget A,Ghana-Accra,13,175.02,9654,2275.26
2026-01-11,Service Pro,Ghana-Kumasi,10,84.23,2941,842.3000000000001
2025-12-09,Widget A,Rwanda-Kigali,5,114.99,9993,574.9499999999999
2026-02-19,Gadget X,Ghana-Kumasi,31,14.04,6985,435.23999999999995
2025-12-23,Gadget Y,Ghana-Accra,6,128.61,8219,771.6600000000001
